answer_type,answer_key,answer_label,family_id,points
Q3,q3_txt_journ,ჟურნ.სტ./მედია,journalism,200
Q3,q3_txt_journ,ჟურნ.სტ./მედია,humanities,60
Q3,q3_txt_journ,ჟურნ.სტ./მედია,languages,45
Q3,q3_txt_lit,ლიტ./ანალ.,humanities,200
Q3,q3_txt_lit,ლიტ./ანალ.,languages,80
Q3,q3_txt_lit,ლიტ./ანალ.,journalism,45
Q3,q3_txt_trans,თარგმ./ენ.,languages,200
Q3,q3_txt_trans,თარგმ./ენ.,humanities,60
Q3,q3_txt_trans,თარგმ./ენ.,journalism,45
Q1-skill,analysis,ანალ.,data_ai,30
Q1-skill,analysis,ანალ.,finance,30
Q1-skill,analysis,ანალ.,intl_rel,25
Q1-skill,analysis,ანალ.,law,25
Q1-skill,analysis,ანალ.,natural_sci,20
Q1-skill,analysis,ანალ.,public_health,20
Q1-skill,communication,კომ.,marketing,35
Q1-skill,communication,კომ.,journalism,30
Q1-skill,communication,კომ.,business_mgmt,25
Q1-skill,communication,კომ.,law,20
Q1-skill,communication,კომ.,tourism,20
Q1-skill,creativity,შემ.,design_arts,35
Q1-skill,creativity,შემ.,performing_arts,30
Q1-skill,creativity,შემ.,architecture,30
Q1-skill,creativity,შემ.,marketing,20
Q1-skill,exact_sci,ზ.მეცნ.,natural_sci,35
Q1-skill,exact_sci,ზ.მეცნ.,biomedical,30
Q1-skill,exact_sci,ზ.მეცნ.,pharmacy,30
Q1-skill,exact_sci,ზ.მეცნ.,medicine,25
Q1-skill,exact_sci,ზ.მეცნ.,dentistry,15
Q1-skill,fast_learning,სწ.სწ.,software,30
Q1-skill,fast_learning,სწ.სწ.,data_ai,25
Q1-skill,fast_learning,სწ.სწ.,info_sys,25
Q1-skill,fast_learning,სწ.სწ.,cybersec,20
Q1-skill,hands_tech,ხ.მ.+ტ.ი.,mech_eng,35
Q1-skill,hands_tech,ხ.მ.+ტ.ი.,elec_eng,35
Q1-skill,hands_tech,ხ.მ.+ტ.ი.,civil_eng,30
Q1-skill,hands_tech,ხ.მ.+ტ.ი.,robotics,30
Q1-skill,hands_tech,ხ.მ.+ტ.ი.,agriculture,20
Q1-skill,hands_tech,ხ.მ.+ტ.ი.,dentistry,10
Q1-skill,helping,დახ.,medicine,35
Q1-skill,helping,დახ.,psychology,35
Q1-skill,helping,დახ.,education,35
Q1-skill,helping,დახ.,social_work,30
Q1-skill,helping,დახ.,nursing,30
Q1-skill,helping,დახ.,physiotherapy,25
Q1-skill,helping,დახ.,public_health,20
Q1-skill,lang,უ.ენ.,languages,35
Q1-skill,lang,უ.ენ.,intl_rel,30
Q1-skill,lang,უ.ენ.,humanities,25
Q1-skill,lang,უ.ენ.,tourism,25
Q1-skill,leadership,ლიდ.,business_mgmt,35
Q1-skill,leadership,ლიდ.,intl_rel,30
Q1-skill,leadership,ლიდ.,law,25
Q1-skill,leadership,ლიდ.,sports,20
Q1-skill,logic,ლოგ.აზრ.,software,35
Q1-skill,logic,ლოგ.აზრ.,data_ai,35
Q1-skill,logic,ლოგ.აზრ.,cybersec,30
Q1-skill,logic,ლოგ.აზრ.,robotics,30
Q1-skill,logic,ლოგ.აზრ.,natural_sci,25
Q1-skill,logic,ლოგ.აზრ.,finance,20
Q1-skill,logic,ლოგ.აზრ.,pharmacy,20
Q1-skill,logic,ლოგ.აზრ.,dentistry,20
Q1-skill,math,მათ.,data_ai,35
Q1-skill,math,მათ.,finance,35
Q1-skill,math,მათ.,software,30
Q1-skill,math,მათ.,natural_sci,30
Q1-skill,math,მათ.,robotics,25
Q1-skill,math,მათ.,pharmacy,20
Q1-skill,math,მათ.,civil_eng,20
Q1-skill,music,მუს.,performing_arts,35
Q1-skill,organizing,ორგ.,business_mgmt,30
Q1-skill,organizing,ორგ.,info_sys,25
Q1-skill,organizing,ორგ.,education,25
Q1-skill,organizing,ორგ.,tourism,25
Q1-skill,organizing,ორგ.,nursing,20
Q1-skill,presentation,პ.,journalism,30
Q1-skill,presentation,პ.,marketing,30
Q1-skill,presentation,პ.,business_mgmt,25
Q1-skill,presentation,პ.,education,25
Q1-skill,programming,პროგ.,software,35
Q1-skill,programming,პროგ.,data_ai,30
Q1-skill,programming,პროგ.,cybersec,30
Q1-skill,programming,პროგ.,robotics,25
Q1-skill,programming,პროგ.,info_sys,25
Q1-skill,research,კ.,natural_sci,35
Q1-skill,research,კ.,data_ai,30
Q1-skill,research,კ.,humanities,30
Q1-skill,research,კ.,biomedical,30
Q1-skill,research,კ.,medicine,25
Q1-skill,research,კ.,pharmacy,25
Q1-skill,research,კ.,public_health,20
Q1-skill,sales,გ.,marketing,35
Q1-skill,sales,გ.,business_mgmt,30
Q1-skill,sales,გ.,tourism,25
Q1-skill,sports,სპ.,sports,35
Q1-skill,sports,სპ.,physiotherapy,25
Q1-skill,visual_art,ხ.ხ.,design_arts,35
Q1-skill,visual_art,ხ.ხ.,performing_arts,30
Q1-skill,visual_art,ხ.ხ.,architecture,25
Q1-skill,visual_art,ხ.ხ.,dentistry,15
Q1-skill,writing,წ.,humanities,35
Q1-skill,writing,წ.,journalism,35
Q1-skill,writing,წ.,languages,30
Q1-skill,writing,წ.,marketing,20
Q4-worklife,wl_active,აქტ.,physiotherapy,70
Q4-worklife,wl_active,აქტ.,sports,65
Q4-worklife,wl_active,აქტ.,agriculture,45
Q4-worklife,wl_active,აქტ.,env_eng,40
Q4-worklife,wl_active,აქტ.,medicine,35
Q4-worklife,wl_creative,კრ.,design_arts,65
Q4-worklife,wl_creative,კრ.,performing_arts,65
Q4-worklife,wl_creative,კრ.,architecture,65
Q4-worklife,wl_creative,კრ.,marketing,45
Q4-worklife,wl_helping,დახ.,nursing,70
Q4-worklife,wl_helping,დახ.,psychology,65
Q4-worklife,wl_helping,დახ.,social_work,65
Q4-worklife,wl_helping,დახ.,physiotherapy,60
Q4-worklife,wl_helping,დახ.,medicine,55
Q4-worklife,wl_helping,დახ.,public_health,55
Q4-worklife,wl_helping,დახ.,education,45
Q4-worklife,wl_highpay,მ.შემ.,finance,65
Q4-worklife,wl_highpay,მ.შემ.,medicine,60
Q4-worklife,wl_highpay,მ.შემ.,software,60
Q4-worklife,wl_highpay,მ.შემ.,law,55
Q4-worklife,wl_highpay,მ.შემ.,cybersec,55
Q4-worklife,wl_highpay,მ.შემ.,business_mgmt,45
Q4-worklife,wl_highpay,მ.შემ.,dentistry,45
Q4-worklife,wl_highpay,მ.შემ.,mech_eng,45
Q4-worklife,wl_highpay,მ.შემ.,elec_eng,45
Q4-worklife,wl_highpay,მ.შემ.,robotics,40
Q4-worklife,wl_highpay,მ.შემ.,civil_eng,35
Q4-worklife,wl_independent,დ.მ.,data_ai,60
Q4-worklife,wl_independent,დ.მ.,software,60
Q4-worklife,wl_independent,დ.მ.,cybersec,50
Q4-worklife,wl_independent,დ.მ.,natural_sci,45
Q4-worklife,wl_independent,დ.მ.,design_arts,45
Q4-worklife,wl_independent,დ.მ.,humanities,40
Q4-worklife,wl_intl,საერ.,intl_rel,65
Q4-worklife,wl_intl,საერ.,languages,65
Q4-worklife,wl_intl,საერ.,tourism,65
Q4-worklife,wl_intl,საერ.,business_mgmt,40
Q4-worklife,wl_leadership,ლიდ.,business_mgmt,60
Q4-worklife,wl_leadership,ლიდ.,intl_rel,60
Q4-worklife,wl_leadership,ლიდ.,law,45
Q4-worklife,wl_leadership,ლიდ.,sports,40
Q4-worklife,wl_people,ადამ.,psychology,60
Q4-worklife,wl_people,ადამ.,education,60
Q4-worklife,wl_people,ადამ.,social_work,60
Q4-worklife,wl_people,ადამ.,medicine,55
Q4-worklife,wl_people,ადამ.,tourism,55
Q4-worklife,wl_people,ადამ.,nursing,55
Q4-worklife,wl_people,ადამ.,physiotherapy,50
Q4-worklife,wl_people,ადამ.,marketing,40
Q4-worklife,wl_research,კვლ.,biomedical,70
Q4-worklife,wl_research,კვლ.,natural_sci,65
Q4-worklife,wl_research,კვლ.,data_ai,60
Q4-worklife,wl_research,კვლ.,pharmacy,60
Q4-worklife,wl_research,კვლ.,env_eng,55
Q4-worklife,wl_research,კვლ.,humanities,45
Q4-worklife,wl_research,კვლ.,medicine,40
Q4-worklife,wl_stable,სტაბ.,public_health,65
Q4-worklife,wl_stable,სტაბ.,nursing,65
Q4-worklife,wl_stable,სტაბ.,education,60
Q4-worklife,wl_stable,სტაბ.,law,55
Q4-worklife,wl_stable,სტაბ.,civil_eng,55
Q4-worklife,wl_stable,სტაბ.,pharmacy,55
Q4-worklife,wl_stable,სტაბ.,info_sys,50
Q4-worklife,wl_stable,სტაბ.,mech_eng,50
Q4-worklife,wl_stable,სტაბ.,elec_eng,50
Q4-worklife,wl_stable,სტაბ.,business_mgmt,45
Q4-worklife,wl_stable,სტაბ.,robotics,40
Q4-worklife,wl_stable,სტაბ.,dentistry,35
Q5-negative,neg_compete,კ.,law,-45
Q5-negative,neg_compete,კ.,business_mgmt,-45
Q5-negative,neg_compete,კ.,sports,-45
Q5-negative,neg_compete,კ.,finance,-60
Q5-negative,neg_emotional,ემ.,nursing,-45
Q5-negative,neg_emotional,ემ.,social_work,-60
Q5-negative,neg_emotional,ემ.,medicine,-60
Q5-negative,neg_emotional,ემ.,psychology,-75
Q5-negative,neg_office,ოფ.,business_mgmt,-45
Q5-negative,neg_office,ოფ.,law,-45
Q5-negative,neg_office,ოფ.,finance,-60
Q5-negative,neg_office,ოფ.,info_sys,-60
Q5-negative,neg_office,ოფ.,software,-75
Q5-negative,neg_office,ოფ.,data_ai,-75
Q5-negative,neg_people,ად.,marketing,-40
Q5-negative,neg_people,ად.,tourism,-40
Q5-negative,neg_people,ად.,nursing,-55
Q5-negative,neg_people,ად.,education,-60
Q5-negative,neg_people,ად.,social_work,-60
Q5-negative,neg_people,ად.,medicine,-75
Q5-negative,neg_people,ად.,psychology,-75
Q5-negative,neg_physical,ფ.,civil_eng,-40
Q5-negative,neg_physical,ფ.,mech_eng,-40
Q5-negative,neg_physical,ფ.,agriculture,-70
Q5-negative,neg_physical,ფ.,physiotherapy,-75
Q5-negative,neg_physical,ფ.,sports,-100
Q5-negative,neg_public,საჯ.,education,-45
Q5-negative,neg_public,საჯ.,law,-45
Q5-negative,neg_public,საჯ.,intl_rel,-45
Q5-negative,neg_public,საჯ.,marketing,-60
Q5-negative,neg_public,საჯ.,journalism,-75
Q5-negative,neg_routine,რ.,law,-45
Q5-negative,neg_routine,რ.,education,-45
Q5-negative,neg_routine,რ.,business_mgmt,-45
Q5-negative,neg_routine,რ.,nursing,-60
Q5-negative,neg_routine,რ.,finance,-75
Q5-negative,neg_stress,სტ.,dentistry,-50
Q5-negative,neg_stress,სტ.,finance,-55
Q5-negative,neg_stress,სტ.,law,-70
Q5-negative,neg_stress,სტ.,medicine,-100
Q5-negative,neg_strict,მ.,education,-45
Q5-negative,neg_strict,მ.,medicine,-60
Q5-negative,neg_strict,მ.,law,-75
Q5-negative,neg_study,სწ.,natural_sci,-70
Q5-negative,neg_study,სწ.,pharmacy,-70
Q5-negative,neg_study,სწ.,biomedical,-70
Q5-negative,neg_study,სწ.,law,-75
Q5-negative,neg_study,სწ.,medicine,-100
Q5-negative,neg_study,სწ.,dentistry,-100
Q5-negative,neg_tech,ტ.,elec_eng,-55
Q5-negative,neg_tech,ტ.,info_sys,-60
Q5-negative,neg_tech,ტ.,cybersec,-75
Q5-negative,neg_tech,ტ.,robotics,-75
Q5-negative,neg_tech,ტ.,software,-100
Q5-negative,neg_tech,ტ.,data_ai,-100
Q5-negative,neg_unpred,ა.გ.,marketing,-45
Q5-negative,neg_unpred,ა.გ.,journalism,-45
Q5-negative,neg_unpred,ა.გ.,performing_arts,-60
Q5-negative,neg_unpred,ა.გ.,sports,-60
Q5-negative,neg_unpred,ა.გ.,tourism,-75
